date,000300.SH,000905.SH,000852.SH,399006.SZ,399102.SZ
2017/2/7,3365.6849,6255.927,8282.3749,1889.1337,2497.9129
2017/2/8,3383.2878,6291.5977,8342.4339,1903.6279,2522.4051
2017/2/9,3396.2924,6331.1771,8410.2611,1914.0823,2541.8125
2017/2/10,3413.4868,6337.1081,8380.7863,1904.6849,2524.5618
2017/2/13,3436.275,6369.6526,8432.9571,1913.6805,2542.5458
2017/2/14,3435.8042,6374.8852,8423.8355,1909.3954,2536.5586
2017/2/15,3421.7131,6311.6959,8344.0744,1892.357,2515.0872
2017/2/16,3440.9331,6359.3361,8397.5621,1897.6297,2522.6949
2017/2/17,3421.4419,6307.1627,8324.4171,1882.8685,2498.5999
2017/2/20,3471.3926,6385.0625,8397.2435,1894.9616,2509.7064
2017/2/21,3482.823,6434.4383,8479.6076,1921.0773,2546.0309
2017/2/22,3489.7567,6474.225,8510.3052,1919.9732,2549.3407
2017/2/23,3473.3236,6473.993,8512.7047,1925.9512,2558.5541
2017/2/24,3473.8517,6476.1655,8543.4486,1938.4445,2577.9068
2017/2/27,3446.2228,6424.2549,8476.9064,1926.7715,2563.8497
2017/2/28,3452.8103,6450.9701,8508.0859,1927.1597,2570.2402
2017/3/1,3458.4376,6467.6385,8526.4715,1931.9682,2577.3322
2017/3/2,3435.0963,6434.6262,8471.44,1920.4049,2561.3322
2017/3/3,3427.8628,6452.839,8505.4516,1928.289,2578.4543
2017/3/6,3446.484,6517.3235,8608.1538,1962.7697,2622.4686
2017/3/7,3453.9565,6523.1868,8624.4654,1977.8531,2636.2559
2017/3/8,3448.7313,6497.0878,8589.8697,1964.6284,2621.55
2017/3/9,3426.9438,6439.3822,8535.5563,1953.9425,2611.4119
2017/3/10,3427.8916,6447.9165,8537.7803,1950.0077,2609.1662
2017/3/13,3458.098,6507.8964,8598.5181,1970.8788,2636.5375
2017/3/14,3456.6934,6493.4846,8581.7132,1958.023,2627.9995
2017/3/15,3463.6436,6486.0616,8574.0297,1957.8199,2627.4853
2017/3/16,3481.5066,6543.3407,8664.9807,1966.7266,2651.5087
2017/3/17,3445.8051,6483.2463,8603.8652,1949.661,2631.823
2017/3/20,3449.6126,6498.3416,8634.8437,1953.8158,2640.9716
2017/3/21,3466.3468,6515.9458,8639.5664,1961.0632,2648.1809
2017/3/22,3450.0502,6499.7928,8592.5076,1948.5799,2633.1264
2017/3/23,3461.9782,6512.1874,8590.9601,1948.3692,2633.1993
2017/3/24,3489.5997,6546.615,8602.2898,1965.1368,2644.1834
2017/3/27,3478.0385,6516.0326,8586.9104,1947.5282,2627.9152
2017/3/28,3469.8093,6498.6902,8558.072,1944.3626,2620.9778
2017/3/29,3465.1933,6480.543,8488.2171,1929.1958,2587.2092
2017/3/30,3436.758,6375.7437,8315.0453,1893.7009,2523.7774
2017/3/31,3456.0455,6401.6479,8339.1462,1907.3381,2535.4918
2017/4/5,3503.8932,6539.9665,8522.0098,1943.1602,2587.2051
2017/4/6,3514.0469,6559.6526,8543.663,1944.2345,2595.8329
2017/4/7,3517.4634,6578.726,8544.747,1946.0485,2594.4732
2017/4/10,3505.1392,6566.5441,8449.1568,1912.4507,2543.3467
2017/4/11,3517.328,6629.1661,8514.4359,1917.6329,2558.9146
2017/4/12,3509.4387,6576.4761,8444.3937,1897.5065,2523.0968
2017/4/13,3514.5662,6615.7042,8470.3131,1910.476,2537.7114
2017/4/14,3486.5045,6528.1624,8345.6516,1887.4603,2504.9046
2017/4/17,3479.9417,6456.598,8220.6567,1868.2814,2463.5125
2017/4/18,3462.7429,6418.2114,8136.409,1848.2027,2433.1126
2017/4/19,3445.8761,6350.6465,8033.5026,1845.3821,2423.8226
2017/4/20,3461.5481,6347.7732,7987.6508,1850.39,2414.4766
2017/4/21,3466.7865,6300.7128,7945.39,1839.0064,2400.0114
2017/4/24,3431.2587,6138.5049,7698.2848,1809.9113,2349.105
2017/4/25,3440.9743,6160.4612,7723.9994,1818.8704,2361.6318
2017/4/26,3445.1832,6176.3981,7751.9441,1820.4805,2368.1268
2017/4/27,3446.7202,6192.3044,7799.1219,1842.9222,2402.3293
2017/4/28,3439.753,6211.8624,7842.0823,1850.7336,2415.0874
2017/5/2,3426.5766,6216.115,7845.4678,1850.8493,2417.5101
2017/5/3,3413.1282,6197.4779,7830.6375,1840.4534,2410.6677
2017/5/4,3404.3864,6176.3053,7804.5795,1838.1038,2406.9512
2017/5/5,3382.5502,6089.6828,7700.2646,1818.1911,2380.0153
2017/5/8,3358.8125,5975.5395,7555.2827,1788.7083,2340.9278
2017/5/9,3352.5324,6012.0016,7602.9617,1802.4908,2361.9186
2017/5/10,3337.7007,5885.841,7451.7759,1771.3195,2318.4985
2017/5/11,3356.6459,5872.6391,7387.1534,1772.4131,2315.919
2017/5/12,3385.3787,5863.7832,7371.3016,1774.6277,2315.5138
2017/5/15,3399.1937,5893.5075,7391.6054,1778.6359,2323.7464
2017/5/16,3428.6491,6014.7344,7549.7649,1814.9405,2383.154
2017/5/17,3409.9656,6027.6504,7570.4388,1822.6389,2392.7409
2017/5/18,3398.1127,5976.2998,7519.1915,1813.5065,2379.7487
2017/5/19,3403.8492,5974.9772,7510.1064,1801.0776,2369.3795
2017/5/22,3411.2387,5888.8127,7372.79,1788.0753,2328.0048
2017/5/23,3424.194,5764.8759,7138.2383,1758.2348,2265.1886
2017/5/24,3424.1669,5799.2499,7172.143,1776.2778,2289.0571
2017/5/25,3485.6581,5850.8006,7232.6313,1777.6939,2296.0915
2017/5/26,3480.4345,5836.9338,7233.3384,1759.6318,2287.7595
2017/5/31,3492.8845,5824.1042,7212.6958,1763.7292,2281.9809
2017/6/1,3497.7382,5709.9994,7016.304,1728.488,2214.9278
2017/6/2,3486.5074,5772.5174,7094.4274,1745.9265,2243.9855
2017/6/5,3468.7538,5815.8022,7160.5273,1761.2457,2266.054
2017/6/6,3492.8816,5841.5232,7197.6176,1766.3934,2272.9189
2017/6/7,3533.8718,5955.0153,7347.5974,1799.8524,2324.7337
2017/6/8,3560.9786,5958.977,7342.4822,1794.7496,2316.8591
2017/6/9,3576.1703,5969.2741,7348.5208,1796.1348,2317.4108
2017/6/12,3574.3894,5902.8551,7246.7127,1775.5508,2277.4153
2017/6/13,3582.2674,5980.0566,7352.9763,1795.6316,2311.6621
2017/6/14,3535.2987,5966.4314,7362.8557,1790.6354,2311.4404
2017/6/15,3528.7926,6021.1651,7455.3876,1816.2585,2347.828
2017/6/16,3518.7611,6012.9996,7442.9532,1810.0526,2340.294
2017/6/19,3553.6653,6057.4115,7489.7603,1816.3997,2350.3496
2017/6/20,3546.494,6066.9046,7503.8007,1820.9764,2355.1811
2017/6/21,3587.955,6078.1925,7504.1922,1824.6908,2358.784
2017/6/22,3590.3425,5992.3352,7371.9617,1798.3806,2314.497
2017/6/23,3622.8831,6010.3137,7376.6653,1807.4288,2320.2609
2017/6/26,3668.0919,6111.6406,7462.0958,1821.2775,2341.1076
2017/6/27,3674.7152,6113.1658,7474.0329,1819.9338,2341.6559
2017/6/28,3646.1666,6086.2112,7423.4682,1808.1995,2322.5213
2017/6/29,3668.8279,6116.9932,7456.6719,1813.5524,2331.9336
2017/6/30,3666.7977,6138.1556,7465.7623,1818.0668,2337.5955
2017/7/3,3650.8463,6177.3953,7537.106,1835.9857,2362.5514
2017/7/4,3619.9841,6146.8527,7523.6952,1829.5051,2356.9623
2017/7/5,3659.6795,6193.9641,7588.087,1836.6309,2373.2618
2017/7/6,3660.0967,6201.6535,7601.7853,1838.9952,2375.7241
2017/7/7,3655.9293,6226.0108,7623.3803,1835.439,2377.8515
2017/7/10,3653.6868,6206.5568,7577.8179,1803.2473,2342.344
2017/7/11,3670.8086,6128.9942,7484.0582,1783.9117,2310.9476
2017/7/12,3658.8236,6132.9922,7474.3329,1786.7462,2312.9173
2017/7/13,3686.9205,6149.9337,7474.2995,1778.8626,2300.0887
2017/7/14,3703.094,6128.7397,7433.1796,1745.5672,2270.0458
2017/7/17,3663.5575,5876.4592,7048.5352,1656.4333,2139.0007
2017/7/18,3667.1807,5938.4342,7109.6,1667.4881,2151.4774
2017/7/19,3729.7466,6059.3582,7202.8053,1684.771,2167.4031
2017/7/20,3747.8843,6099.2835,7244.9003,1688.6097,2171.4754
2017/7/21,3728.5976,6126.1083,7252.7072,1690.1454,2168.6489
2017/7/24,3743.4686,6167.1282,7292.6485,1686.4385,2173.941
2017/7/25,3719.559,6153.5984,7278.8429,1688.0945,2176.3362
2017/7/26,3705.3884,6146.7028,7289.8774,1681.3097,2173.1709
2017/7/27,3712.1947,6184.0207,7383.1148,1742.1908,2248.3471
2017/7/28,3721.8914,6215.4633,7386.2077,1734.0736,2235.0852
2017/7/31,3737.8732,6298.0004,7444.9572,1736.3,2239.6874
2017/8/1,3770.3828,6286.5362,7452.9334,1741.0741,2244.0904
2017/8/2,3760.8525,6251.8627,7389.5098,1724.833,2219.805
2017/8/3,3727.8264,6261.9676,7424.1071,1733.1235,2233.8856
2017/8/4,3707.5796,6225.1151,7389.1455,1719.6172,2217.3217
2017/8/7,3726.7948,6303.4209,7445.1799,1732.4341,2234.5412
2017/8/8,3732.2129,6303.716,7470.6933,1762.4211,2260.91
2017/8/9,3731.044,6340.022,7495.3878,1763.0491,2261.8259
2017/8/10,3715.9208,6289.2174,7441.2365,1753.6692,2243.2041
2017/8/11,3647.3503,6161.1903,7328.4015,1742.1394,2227.8868
2017/8/14,3694.6831,6292.6418,7474.6438,1793.4818,2289.4561
2017/8/15,3706.0566,6314.7608,7507.2913,1798.5691,2296.9734
2017/8/16,3701.4207,6318.7986,7544.387,1825.1869,2328.4168
2017/8/17,3721.277,6366.034,7614.2121,1833.3982,2341.9986
2017/8/18,3724.6748,6347.7557,7576.0546,1821.8032,2322.8988
2017/8/21,3740.9941,6403.7803,7631.75,1829.2167,2338.209
2017/8/22,3752.298,6375.9814,7585.1122,1814.9153,2319.1796
2017/8/23,3756.0884,6322.7819,7534.4608,1807.3663,2315.1625
2017/8/24,3734.6458,6278.59,7486.0579,1795.7391,2298.4376
2017/8/25,3795.7544,6346.5305,7559.3055,1812.8781,2322.9343
2017/8/28,3842.7119,6424.5841,7642.6463,1842.8285,2361.7905
2017/8/29,3834.5376,6408.1567,7623.255,1831.5912,2349.2004
2017/8/30,3834.3005,6453.4636,7654.3722,1838.6308,2355.4077
2017/8/31,3822.0928,6470.4259,7679.871,1849.3789,2371.293
2017/9/1,3830.5383,6526.5046,7739.9053,1865.25,2393.4123
2017/9/4,3845.6163,6564.6804,7798.1786,1883.6179,2418.2161
2017/9/5,3857.0464,6571.8591,7800.5374,1885.1622,2422.1501
2017/9/6,3849.4499,6607.1176,7858.2849,1902.8567,2445.6139
2017/9/7,3829.8713,6558.5963,7823.3992,1890.3823,2434.6781
2017/9/8,3825.9895,6574.1826,7838.7959,1885.2737,2432.9012
2017/9/11,3825.6453,6649.6276,7920.6904,1896.3754,2454.4674
2017/9/12,3837.9341,6644.0118,7899.4235,1884.4841,2438.3777
2017/9/13,3842.6061,6684.3798,7928.751,1888.4324,2447.5916
2017/9/14,3829.9554,6672.1849,7916.6655,1879.2524,2440.1869
2017/9/15,3831.2965,6622.0438,7880.5664,1875.6347,2428.6618
2017/9/18,3843.1428,6669.4548,7941.6827,1894.8022,2453.6939
2017/9/19,3832.1161,6636.0201,7905.705,1880.2964,2441.6843
2017/9/20,3842.4353,6692.4724,7975.3898,1892.6689,2463.8172
2017/9/21,3837.8176,6612.0456,7886.5153,1872.7698,2437.0043
2017/9/22,3837.7304,6572.0096,7849.7265,1866.4245,2432.5982
2017/9/25,3817.7915,6489.8441,7731.7977,1843.6213,2404.1863
2017/9/26,3820.7816,6520.7175,7746.2385,1839.4553,2396.323
2017/9/27,3821.2,6583.1401,7810.234,1854.9428,2417.2402
2017/9/28,3822.5386,6567.7915,7768.3752,1854.7341,2410.6825
2017/9/29,3836.5013,6603.2587,7842.5861,1866.9817,2432.0706
2017/10/9,3882.2076,6678.371,7941.1804,1889.8381,2459.4946
2017/10/10,3889.8637,6705.4812,7994.4594,1917.4576,2496.2979
2017/10/11,3902.6868,6666.4696,7961.1104,1901.5506,2474.5743
2017/10/12,3912.9536,6659.0957,7940.1376,1899.9862,2472.216
2017/10/13,3921.0017,6709.8164,7972.4194,1926.0744,2495.2887
2017/10/16,3913.4462,6619.2056,7819.5861,1882.6861,2427.2692
2017/10/17,3913.0688,6612.9428,7805.0681,1876.9913,2424.5365
2017/10/18,3944.1626,6563.4369,7730.2716,1868.1586,2403.5998
2017/10/19,3931.2495,6501.3999,7656.0557,1862.6112,2393.2547
2017/10/20,3926.852,6571.424,7751.428,1880.2142,2418.4224
2017/10/23,3930.7981,6612.7637,7793.5367,1898.7594,2439.4382
2017/10/24,3959.3953,6603.0042,7752.9235,1901.6928,2429.0208
2017/10/25,3976.949,6647.892,7799.7488,1913.2643,2450.0266
2017/10/26,3993.5752,6671.9288,7830.1058,1910.7217,2453.1514
2017/10/27,4021.9676,6630.8067,7770.7127,1896.2235,2433.9271
2017/10/30,4009.7218,6511.7616,7574.6548,1855.9863,2369.7343
2017/10/31,4006.7179,6560.2054,7631.5334,1869.7873,2388.5695
2017/11/1,3996.6221,6552.9545,7635.4351,1872.7464,2396.2673
2017/11/2,3997.1343,6484.9258,7542.3547,1847.565,2367.5399
2017/11/3,3992.6979,6426.9799,7476.981,1832.9665,2353.8159
2017/11/6,4020.8896,6511.0958,7551.3531,1850.3028,2380.5673
2017/11/7,4054.2465,6551.9363,7596.1679,1859.0682,2391.9784
2017/11/8,4048.0057,6561.6897,7617.5246,1866.1423,2400.5696
2017/11/9,4075.8998,6611.3517,7656.668,1884.1117,2417.689
2017/11/10,4111.9112,6641.2164,7669.971,1900.6308,2430.2089
2017/11/13,4128.0733,6671.2054,7681.6349,1906.4371,2436.5953
2017/11/14,4099.351,6614.5136,7627.4935,1896.721,2415.6156
2017/11/15,4073.6696,6537.6563,7556.4211,1868.0808,2385.6683
2017/11/16,4105.0122,6558.3085,7535.5894,1878.2595,2382.7056
2017/11/17,4120.8508,6361.9415,7272.656,1833.8951,2299.1839
2017/11/20,4143.8334,6433.1702,7292.456,1859.7498,2322.1476
2017/11/21,4217.7015,6456.352,7289.3069,1856.9607,2314.4681
2017/11/22,4227.5666,6439.4419,7297.3911,1853.3781,2314.4206
2017/11/23,4102.3966,6274.5116,7129.0547,1794.7808,2250.2304
2017/11/24,4104.2034,6278.0287,7139.5525,1782.6567,2241.1321
2017/11/27,4049.9475,6194.5522,7065.8401,1760.8995,2210.2467
2017/11/28,4055.8235,6299.3122,7176.9202,1793.8676,2249.2101
2017/11/29,4053.7529,6318.3684,7193.1197,1787.3816,2239.0036
2017/11/30,4006.0993,6263.421,7153.5725,1770.3016,2225.9385
2017/12/1,3998.1365,6316.4072,7215.7755,1804.6224,2262.5295
2017/12/4,4018.8571,6279.6206,7139.7488,1797.7654,2232.7536
2017/12/5,4040.1704,6132.912,6946.5567,1758.5897,2176.8926
2017/12/6,4015.8211,6172.8031,7016.7644,1784.3148,2210.3056
2017/12/7,3971.0569,6135.4702,7012.7074,1776.9899,2208.8043
2017/12/8,4003.3792,6203.1433,7078.0006,1792.1554,2232.5535
2017/12/11,4069.4997,6286.1656,7160.4254,1816.9847,2261.8804
2017/12/12,4016.0163,6233.2115,7095.5946,1798.6909,2236.4362
2017/12/13,4050.0927,6277.441,7139.7185,1806.0902,2251.2866
2017/12/14,4026.1516,6284.0807,7146.4493,1794.3441,2247.0461
2017/12/15,3980.8558,6235.7608,7122.7479,1783.9732,2239.5198
2017/12/18,3985.2914,6199.9889,7075.8654,1780.6443,2224.0948
2017/12/19,4035.3294,6251.2416,7115.8513,1798.5023,2242.8136
2017/12/20,4030.4898,6199.3628,7041.4998,1782.4132,2219.0857
2017/12/21,4067.8485,6238.4987,7051.3389,1789.7362,2227.7035
2017/12/22,4054.5984,6242.8847,7037.3972,1779.3392,2216.9709
2017/12/25,4041.5401,6185.5907,6940.511,1755.806,2188.4703
2017/12/26,4053.6224,6220.1473,6970.7456,1758.8205,2199.3397
2017/12/27,3991.2075,6173.1528,6942.5392,1745.236,2184.8911
2017/12/28,4018.8974,6204.2702,6956.4829,1745.0175,2185.9087
2017/12/29,4030.8549,6250.8207,7017.3512,1752.652,2202.244
2018/1/2,4087.4012,6332.2269,7092.0947,1769.6718,2219.1788
2018/1/3,4111.3925,6388.2533,7159.8758,1795.3831,2243.0982
2018/1/4,4128.8119,6417.535,7174.865,1794.6087,2240.632
2018/1/5,4138.7505,6417.2537,7176.8679,1801.4185,2243.1818
2018/1/8,4160.1595,6446.1818,7188.2906,1806.1562,2240.3016
2018/1/9,4189.2977,6445.7462,7176.7416,1803.5858,2238.6518
2018/1/10,4207.8132,6405.9395,7138.781,1791.0845,2226.8019
2018/1/11,4205.5863,6425.9401,7175.3982,1804.2349,2245.8964
2018/1/12,4225.001,6399.3737,7127.828,1785.705,2224.295
2018/1/15,4225.2393,6253.3759,6929.3071,1732.6225,2162.3187
2018/1/16,4258.473,6301.1327,6960.6772,1729.5974,2163.9454
2018/1/17,4248.1164,6267.4599,6942.863,1742.0344,2178.4227
2018/1/18,4271.4168,6286.8007,6955.232,1738.0019,2173.6857
2018/1/19,4285.395,6272.38,6938.3117,1728.1396,2168.3273
2018/1/22,4336.5974,6347.6383,7014.5476,1768.214,2201.9619
2018/1/23,4382.6129,6354.9978,7019.9751,1767.829,2200.8506
2018/1/24,4389.8853,6394.2999,7072.4062,1813.2751,2242.1414
2018/1/25,4365.0794,6382.7165,7062.6351,1810.8346,2233.6919
2018/1/26,4381.2996,6383.6312,7056.0133,1816.8003,2228.8742
2018/1/29,4302.0181,6309.8836,6972.4791,1799.7709,2199.5314
2018/1/30,4256.1021,6313.442,6955.2425,1782.399,2182.677
2018/1/31,4275.8986,6189.3413,6791.0094,1735.057,2115.6171
2018/2/1,4245.8978,5984.7428,6506.4526,1697.39,2049.8789
2018/2/2,4271.2326,6004.8494,6487.8671,1702.4264,2040.1481
2018/2/5,4274.1464,5998.2236,6461.8128,1688.2724,2019.8012
2018/2/6,4148.8856,5704.2641,6142.6681,1598.1161,1912.4053
2018/2/7,4050.4972,5711.3322,6158.2574,1616.4003,1932.2283
2018/2/8,4012.0472,5766.4797,6238.2209,1641.4307,1963.372
2018/2/9,3840.6527,5554.8974,6053.0204,1592.5102,1910.7375
2018/2/12,3890.1046,5699.0979,6203.7517,1648.0721,1968.3879
2018/2/13,3935.6324,5736.9505,6216.5101,1648.5816,1962.2419
2018/2/14,3966.9614,5754.8344,6230.6628,1646.7714,1960.9256
2018/2/22,4052.7332,5875.7272,6347.0825,1677.7647,1995.5229
2018/2/23,4071.0889,5897.6765,6365.9164,1668.8345,1992.0262
2018/2/26,4118.4186,6029.6795,6507.128,1729.1527,2054.1288
2018/2/27,4058.9806,6010.5573,6529.3803,1743.5413,2074.1201
2018/2/28,4023.6415,6023.677,6563.8076,1753.6274,2083.1737
2018/3/1,4049.0863,6090.2247,6658.5782,1789.8488,2126.3011
2018/3/2,4016.461,6056.3354,6632.3713,1772.0054,2110.0824
2018/3/5,4018.097,6064.0983,6674.2773,1795.6928,2135.4053
2018/3/6,4066.5647,6145.5768,6735.8593,1797.6095,2144.1213
2018/3/7,4036.6536,6086.4874,6688.5451,1785.2696,2131.3517
2018/3/8,4077.6001,6131.5142,6725.1826,1793.2216,2149.9377
2018/3/9,4108.8652,6206.9754,6837.1264,1856.4554,2215.5069
2018/3/12,4127.6662,6295.7776,6947.4602,1882.409,2253.6645
2018/3/13,4091.2533,6254.1457,6911.6657,1872.6782,2242.4787
2018/3/14,4073.3447,6189.317,6834.8354,1841.2893,2208.1893
2018/3/15,4096.1627,6180.1108,6824.0515,1848.7105,2205.6152
2018/3/16,4056.4226,6146.3058,6805.9256,1821.3223,2185.4755
2018/3/19,4074.2479,6153.8339,6820.5016,1842.9199,2211.7255
2018/3/20,4077.7041,6173.6984,6822.2549,1864.6204,2231.6833
2018/3/21,4061.0502,6129.2042,6771.0554,1829.9129,2197.2209
2018/3/22,4020.349,6101.2276,6764.6898,1817.2279,2192.0799
2018/3/23,3904.9355,5787.1523,6402.8929,1726.0209,2071.5316
2018/3/26,3879.893,5902.9588,6515.2508,1780.6093,2133.6931
2018/3/27,3913.2689,6034.775,6680.8436,1844.6929,2205.8277
2018/3/28,3842.7155,5973.3414,6635.8731,1835.1539,2203.2417
2018/3/29,3894.0498,6034.8572,6684.2753,1842.1872,2211.8302
2018/3/30,3898.4977,6114.7382,6798.6684,1900.4817,2277.4178
2018/4/2,3886.9189,6121.9642,6835.8746,1900.2546,2285.008
2018/4/3,3862.4796,6059.7089,6769.558,1872.4701,2258.8219
2018/4/4,3854.8625,6017.6863,6708.9219,1836.8127,2228.4033
2018/4/9,3852.9292,6025.6493,6718.6493,1841.6531,2241.1013
2018/4/10,3927.1729,6063.7423,6720.7737,1835.5201,2230.485
2018/4/11,3938.3434,6086.6126,6759.8118,1834.6256,2239.9302
2018/4/12,3898.6354,6051.3346,6727.6447,1826.8897,2230.6465
2018/4/13,3871.1443,6027.1867,6721.6629,1824.5943,2228.4988
2018/4/16,3808.863,6012.4053,6717.9311,1838.7088,2237.4228
2018/4/17,3748.6412,5890.8571,6564.6919,1783.7407,2170.8023
2018/4/18,3766.282,5970.6577,6661.2913,1822.2644,2218.8981
2018/4/19,3811.843,6004.7334,6677.09,1820.2808,2218.454
2018/4/20,3760.8543,5880.8359,6535.9633,1782.8085,2168.967
2018/4/23,3766.3257,5823.9205,6466.5186,1753.0476,2138.009
2018/4/24,3843.4886,5957.1927,6606.5839,1806.8609,2201.9579
2018/4/25,3828.7015,5959.422,6632.0186,1819.4064,2223.7477
2018/4/26,3755.4941,5847.9766,6510.5343,1781.2761,2177.0646
2018/4/27,3756.8765,5860.9836,6517.0541,1805.5958,2195.6715
2018/5/2,3763.6461,5855.3233,6486.8143,1801.5708,2182.1419
2018/5/3,3793.0001,5910.6058,6545.2741,1826.7912,2211.4422
2018/5/4,3774.5981,5909.2944,6531.2928,1814.8549,2200.0184
2018/5/7,3834.1877,6019.1409,6646.5838,1852.3359,2249.4706
2018/5/8,3878.6767,6041.8143,6678.1447,1856.868,2256.9498
2018/5/9,3871.6152,6029.2329,6674.9094,1855.8086,2258.8618
2018/5/10,3893.0565,6040.5716,6703.211,1865.3588,2272.6066
2018/5/11,3872.8383,5991.3424,6636.7666,1834.7797,2232.9735
2018/5/14,3909.2933,5967.5541,6591.7303,1830.9804,2218.3233
2018/5/15,3924.0975,6020.5697,6661.1288,1858.0114,2251.9037
2018/5/16,3892.8442,6004.0696,6622.6414,1846.6748,2234.5375
2018/5/17,3864.0507,5973.7785,6591.255,1831.2045,2220.7979
2018/5/18,3903.0637,5995.1497,6620.7747,1836.7539,2229.1005
2018/5/21,3921.2421,6072.1991,6697.1442,1862.4808,2261.0516
2018/5/22,3906.2081,6092.9069,6724.3984,1875.9994,2279.2913
2018/5/23,3854.5825,6013.8472,6652.2924,1845.9733,2252.3891
2018/5/24,3827.217,5992.6209,6628.5024,1838.4028,2244.6636
2018/5/25,3816.498,5917.7978,6541.4497,1804.5488,2211.8909
2018/5/28,3833.2599,5891.2627,6490.4048,1796.9134,2196.7432
2018/5/29,3804.0093,5835.4456,6436.7725,1773.6458,2169.2421
2018/5/30,3723.3724,5682.5881,6232.4157,1726.2188,2093.3597
2018/5/31,3802.3759,5754.4746,6315.1721,1743.7426,2123.481
2018/6/1,3770.5891,5685.1155,6243.7318,1709.5476,2085.663
2018/6/4,3807.5781,5683.1486,6215.6085,1702.9297,2074.7171
2018/6/5,3845.3164,5779.0778,6316.419,1746.113,2124.1541
2018/6/6,3837.3511,5774.2575,6320.4738,1743.2475,2126.3848
2018/6/7,3831.0128,5738.0176,6274.8838,1730.375,2105.0564
2018/6/8,3779.6159,5669.3031,6205.9557,1711.5224,2089.3291
2018/6/11,3779.9818,5632.3566,6151.9383,1688.6179,2061.7171
2018/6/12,3825.9534,5693.3461,6199.1544,1712.7684,2084.6241
2018/6/13,3788.3391,5607.0173,6092.3445,1685.8948,2046.5695
2018/6/14,3773.3655,5586.9314,6060.1287,1673.3194,2035.6719
2018/6/15,3753.4338,5483.9446,5928.0725,1641.6627,1987.8961
2018/6/19,3621.1166,5141.7095,5522.5286,1547.1453,1858.7888
2018/6/20,3635.4436,5198.3935,5588.27,1563.7925,1887.6186
2018/6/21,3592.965,5089.2522,5456.9105,1521.6761,1833.8763
2018/6/22,3608.9046,5160.1228,5541.3742,1549.6605,1868.5909
2018/6/25,3560.4777,5125.0333,5512.4331,1538.565,1861.6884
2018/6/26,3531.1112,5160.2829,5558.7138,1564.9174,1895.8055
2018/6/27,3459.2621,5109.4975,5508.9152,1546.2315,1879.5402
2018/6/28,3423.5255,5055.1093,5443.8491,1543.6637,1864.9939
2018/6/29,3510.9845,5217.7643,5608.5358,1606.7147,1939.7476
2018/7/2,3407.9638,5138.7826,5538.0924,1588.3739,1919.9456
2018/7/3,3409.2801,5197.1313,5601.5906,1607.1223,1951.6036
2018/7/4,3363.7473,5121.3436,5500.6654,1565.6104,1901.8964
2018/7/5,3342.4379,4982.7627,5352.6601,1532.6789,1855.2368
2018/7/6,3365.1227,4996.6299,5374.5801,1541.3135,1866.2884
2018/7/9,3459.1837,5107.5507,5487.5489,1581.9302,1913.2109
2018/7/10,3467.5155,5136.5326,5524.8023,1592.9761,1930.3953
2018/7/11,3407.5297,5036.1565,5396.312,1563.0085,1891.0265
2018/7/12,3481.0559,5172.5032,5541.3602,1614.6324,1953.1178
2018/7/13,3492.6897,5204.1855,5561.6853,1618.4632,1957.3325
2018/7/16,3472.0859,5195.2002,5566.9595,1616.9125,1954.7137
2018/7/17,3449.3773,5196.1969,5575.474,1621.6318,1959.8157
2018/7/18,3431.3227,5156.6363,5544.5186,1607.8841,1940.333
2018/7/19,3428.343,5111.3271,5480.7672,1590.0633,1916.6408
2018/7/20,3492.8938,5175.2516,5541.2117,1609.5479,1940.4766
2018/7/23,3525.7503,5214.0038,5582.307,1620.9733,1948.6195
2018/7/24,3581.7057,5304.641,5672.2217,1629.6096,1966.4674
2018/7/25,3577.7522,5308.6569,5685.5862,1632.3204,1968.5051
2018/7/26,3536.2456,5273.4789,5663.1777,1606.1153,1945.7509
2018/7/27,3521.2269,5249.2904,5630.2272,1594.5674,1928.2792
2018/7/30,3515.0794,5185.151,5549.0373,1559.6408,1885.2671
2018/7/31,3517.6568,5188.7166,5542.5434,1561.2576,1884.3535
2018/8/1,3447.3882,5105.3741,5456.2054,1541.8601,1857.2878
2018/8/2,3370.9579,4996.012,5325.8014,1510.0876,1813.8158
2018/8/3,3315.2839,4929.75,5255.6309,1481.6065,1779.9066
2018/8/6,3273.2728,4825.2508,5144.6419,1440.7955,1739.1009
2018/8/7,3368.8695,4956.8718,5279.6417,1479.4408,1785.5815
2018/8/8,3314.5075,4880.5694,5191.7863,1447.7568,1746.8823
2018/8/9,3397.5298,5004.7733,5307.9668,1497.6063,1802.2722
2018/8/10,3405.0191,5030.5148,5342.0468,1511.7073,1818.2028
2018/8/13,3390.3441,5055.2753,5369.1758,1531.3404,1837.4663
2018/8/14,3372.9137,5037.8831,5351.0187,1518.4912,1825.9482
2018/8/15,3291.976,4932.8063,5242.0865,1478.5059,1783.1957
2018/8/16,3276.7276,4888.3712,5178.2374,1463.8718,1766.2532
2018/8/17,3229.6198,4803.0285,5084.207,1434.3058,1730.2844
2018/8/20,3267.2498,4832.6512,5103.6343,1435.6902,1737.9693
2018/8/21,3326.6489,4891.9801,5162.0263,1456.9724,1762.5545
2018/8/22,3307.9545,4837.0183,5102.3594,1439.5515,1738.8297
2018/8/23,3320.0257,4863.6651,5133.3288,1455.5021,1758.0652
